Round,Hteam,Ateam,Hscore,Ascore,HorA,WorL,Date,Wether,Grass_condition,Spectators,temperature,TimeLine1,TimeLine2,TimeLine3,TimeLine4,TimeLine5,TimeLine6,Attack_CBP,Pass_CBP,Cross_CBP,Dribble_CBP,Shots_CBP,Score_CBP,Seizure,Diffence,Save_CBP,Expect_Goal,Shots,Shots_Success,On_Target,PK,Pass,Pass_Success,Cross,Cross_Success,D_FK,I_FK,CK,Throwing,Throwing_Success,Dribble,Dribble_Success,Tackle,Tackle_Success,Clear,Intercept,OffSide,Yellow,Red,Approach_30m,Approach_Penalty,Attack_Num,Chances,Control
第32節,ザスパクサツ群馬,ベガルタ仙台,1,0,1,3,2022.8.20 19:00 Kick Off,雨,全面良芝,"4,142人",25.9℃,31.3%,30.0%,47.8%,53.3%,37.1%,33.9%,15.00,10.62,3.33,1.06,7.41,2.68,65.57,10.85,0.00,2.245,18,(5.6%),7,1,317,(78.2%),10,(60.0%),9,4,4,13,(76.9%),9,(22.2%),17,(58.8%),19,1,0,0,0,28,20,97,18.6%,38%
第33節,ザスパクサツ群馬,ファジアーノ岡山,0,1,1,0,2022.8.28 19:30 Kick Off,曇,全面良芝,"2,630人",24.7℃,34.8%,55.9%,57.9%,69.4%,53.6%,58.6%,21.98,15.24,4.70,2.04,6.06,0.00,75.86,10.83,0.45,1.559,11,(0.0%),3,0,565,(79.8%),32,(28.1%),7,2,4,32,(78.1%),15,(66.7%),12,(83.3%),25,0,1,2,0,51,15,122,9.0%,55.6%
第34節,栃木ＳＣ,ザスパクサツ群馬,1,1,0,1,2022.9.4 18:00 Kick Off,晴,全面良芝,"4,289人",23.6℃,48.2%,28.9%,42.3%,54.7%,66.2%,56.9%,10.93,9.54,0.50,0.90,3.44,0.31,47.81,18.62,0.63,1.136,8,(12.5%),2,1,468,(79.9%),15,(6.7%),14,2,4,21,(95.2%),11,(36.4%),10,(50.0%),23,0,1,0,0,27,4,102,7.8%,48.6%
第35節,東京ヴェルディ,ザスパクサツ群馬,1,1,0,1,2022.9.10 18:00 Kick Off,晴,全面良芝,"4,238人",26.1℃,31.6%,35.9%,30.2%,40.0%,25.9%,33.0%,5.65,4.33,1.14,0.18,2.32,1.26,62.85,22.86,0.40,1.517,6,(16.7%),2,1,208,(62.5%),11,(18.2%),7,1,3,20,(60.0%),4,(25.0%),16,(68.8%),41,0,1,2,0,11,5,106,5.7%,32.7%
第36節,ザスパクサツ群馬,ＦＣ琉球,0,0,1,1,2022.9.14 19:00 Kick Off,晴,全面良芝,"1,882人",25.4℃,46.0%,45.1%,53.9%,44.3%,48.9%,53.6%,7.15,6.23,0.00,0.92,1.10,0.00,53.73,16.86,0.20,0.37,4,(0.0%),1,0,304,(56.9%),13,(0.0%),12,2,5,32,(56.3%),14,(42.9%),13,(69.2%),35,1,5,0,0,21,6,121,3.3%,48.7%
第37節,ブラウブリッツ秋田,ザスパクサツ群馬,0,1,0,3,2022.9.18 14:00 Kick Off,曇,全面良芝,"1,982人",29.5℃,53.8%,53.0%,47.6%,36.0%,44.0%,52.9%,3.35,2.77,0.00,0.58,3.21,1.31,66.71,19.55,0.50,0.928,4,(25.0%),3,0,213,(46.9%),7,(0.0%),12,0,3,40,(45.0%),8,(25.0%),10,(70.0%),42,1,1,0,0,9,5,130,3.1%,48%
第38節,ザスパクサツ群馬,レノファ山口ＦＣ,1,6,1,0,2022.9.24 14:00 Kick Off,晴,全面良芝,"2,665人",29.1℃,38.9%,39.3%,38.0%,36.0%,51.5%,37.6%,10.02,5.99,2.05,1.98,6.76,2.61,72.23,13.34,0.48,1.077,12,(8.3%),4,0,379,(73.6%),19,(21.1%),7,2,5,23,(60.9%),9,(77.8%),6,(33.3%),18,4,4,0,0,20,5,112,10.7%,40%
第39節,ザスパクサツ群馬,大宮アルディージャ,1,0,1,3,2022.10.1 14:00 Kick Off,晴,良芝,"5,018人",29.5℃,39.8%,19.0%,35.5%,41.5%,56.2%,37.1%,7.82,5.40,2.19,0.24,7.54,2.63,40.05,22.67,0.68,0.675,8,(12.5%),4,0,267,(62.9%),8,(50.0%),6,0,4,30,(63.3%),1,(100.0%),7,(57.1%),44,1,3,2,0,12,7,103,7.8%,38%
第40節,ロアッソ熊本,ザスパクサツ群馬,5,1,0,0,2022.10.8 14:00 Kick Off,晴,全面良芝,"5,472人",24.2℃,29.9%,29.7%,41.9%,42.0%,40.1%,37.7%,7.92,7.13,0.55,0.23,1.86,1.31,49.82,17.94,0.44,0.609,7,(14.3%),1,0,323,(72.8%),10,(10.0%),8,1,4,30,(73.3%),7,(28.6%),13,(76.9%),27,2,2,0,0,14,3,118,5.9%,36.8%
第41節,ザスパクサツ群馬,いわてグルージャ盛岡,5,1,1,3,2022.10.16 14:00 Kick Off,曇,全面良芝,"5,807人",23.4℃,73.8%,51.3%,42.2%,44.4%,41.3%,44.3%,14.94,9.54,3.81,1.60,13.25,14.53,54.91,16.87,0.10,1.878,18,(27.8%),11,0,350,(70.3%),23,(30.4%),8,1,7,29,(62.1%),10,(60.0%),16,(68.8%),27,1,3,0,0,28,16,116,15.5%,50%
第42節,水戸ホーリーホック,ザスパクサツ群馬,2,1,0,0,2022.10.23 14:00 Kick Off,曇一時晴,全面良芝,"6,296人",24.1℃,25.3%,45.8%,51.6%,43.7%,37.4%,48.8%,10.68,7.63,1.48,1.57,6.87,2.66,92.59,12.54,2.44,1.455,10,(10.0%),5,1,292,(70.2%),15,(20.0%),9,2,7,18,(66.7%),16,(50.0%),24,(79.2%),19,1,0,1,0,32,14,108,9.3%,42.7%
