Round,Hteam,Ateam,Hscore,Ascore,HorA,WorL,Date,Wether,Grass_condition,Spectators,temperature,TimeLine1,TimeLine2,TimeLine3,TimeLine4,TimeLine5,TimeLine6,Attack_CBP,Pass_CBP,Cross_CBP,Dribble_CBP,Shots_CBP,Score_CBP,Seizure,Diffence,Save_CBP,Expect_Goal,Shots,Shots_Success,On_Target,PK,Pass,Pass_Success,Cross,Cross_Success,D_FK,I_FK,CK,Throwing,Throwing_Success,Dribble,Dribble_Success,Tackle,Tackle_Success,Clear,Intercept,OffSide,Yellow,Red,Approach_30m,Approach_Penalty,Attack_Num,Chances,Control
第15節,ファジアーノ岡山,Ｖ・ファーレン長崎,0,1,1,0,2021.5.23 14:00 Kick Off,晴,全面良芝,0人,28.8℃,55.7%,43.2%,53.7%,63.3%,68.1%,67.2%,19.15,16.69,1.49,0.98,6.30,0.00,81.89,9.07,0.06,0.339,7,(0.0%),3,0,635,(80.0%),15,(20.0%),11,0,1,32,(84.4%),7,(42.9%),8,(62.5%),13,1,0,0,0,49,12,113,6.2%,59%
第16節,松本山雅ＦＣ,ファジアーノ岡山,1,3,0,3,2021.5.30 12:00 Kick Off,晴,全面良芝,"6,710人",24.5℃,46.9%,53.9%,43.9%,59.9%,55.3%,41.7%,10.58,7.79,1.08,1.71,8.58,12.56,73.86,11.72,0.00,0.81,11,(27.3%),5,0,393,(70.0%),12,(16.7%),9,1,5,25,(84.0%),9,(66.7%),20,(65.0%),12,0,4,0,0,20,9,118,9.3%,49.3%
第17節,ファジアーノ岡山,東京ヴェルディ,0,1,1,0,2021.6.5 19:00 Kick Off,晴,全面良芝,"2,735人",22.1℃,38.5%,37.1%,48.9%,49.4%,33.2%,35.9%,15.14,11.09,1.65,2.40,10.48,0.00,91.29,10.27,0.31,1.215,17,(0.0%),5,0,421,(76.0%),14,(21.4%),9,0,6,35,(88.6%),17,(52.9%),22,(63.6%),10,2,0,0,0,34,12,119,14.3%,40.4%
第18節,アルビレックス新潟,ファジアーノ岡山,0,1,0,3,2021.6.13 14:00 Kick Off,曇,全面良芝,"12,689人",25.6℃,28.4%,34.1%,42.3%,36.8%,45.7%,26.7%,8.51,7.65,0.54,0.31,4.78,3.41,64.05,13.18,0.40,0.312,7,(14.3%),2,0,305,(73.4%),11,(9.1%),9,1,3,28,(85.7%),5,(40.0%),20,(65.0%),31,3,5,2,0,21,8,111,6.3%,35.1%
第19節,ファジアーノ岡山,ＦＣ琉球,3,0,1,3,2021.6.19 19:00 Kick Off,晴,全面良芝,"3,106人",22.8℃,33.3%,47.4%,56.9%,35.5%,49.0%,33.8%,10.10,7.78,1.07,1.25,8.84,9.26,85.81,18.22,1.31,2.149,13,(23.1%),4,0,371,(72.0%),12,(16.7%),9,2,4,14,(64.3%),8,(62.5%),14,(42.9%),21,3,0,0,0,22,9,117,11.1%,41.9%
第20節,京都サンガF.C.,ファジアーノ岡山,2,0,0,0,2021.6.26 18:30 Kick Off,曇,全面良芝,"4,669人",25.2℃,60.1%,41.9%,44.9%,47.2%,47.8%,58.3%,13.99,11.90,1.23,0.86,7.19,0.00,86.40,20.92,0.62,0.811,9,(0.0%),3,0,482,(77.2%),19,(10.5%),9,1,3,18,(72.2%),9,(44.4%),32,(59.4%),32,2,3,1,0,37,6,115,7.8%,50.1%
第21節,ファジアーノ岡山,ヴァンフォーレ甲府,1,3,1,0,2021.7.3 19:00 Kick Off,雨,全面良芝,"3,125人",25.6℃,45.2%,46.2%,69.7%,63.3%,73.8%,63.0%,20.38,16.72,2.73,0.93,6.99,2.92,98.85,10.33,0.06,1.443,16,(6.3%),3,0,636,(80.3%),17,(29.4%),10,2,5,22,(95.5%),11,(36.4%),15,(60.0%),12,0,3,0,0,43,10,121,13.2%,60.5%
第22節,ツエーゲン金沢,ファジアーノ岡山,0,0,0,1,2021.7.11 19:00 Kick Off,晴,全面良芝,"1,682人",27℃,49.5%,63.6%,70.5%,55.5%,60.6%,49.7%,11.71,10.68,0.52,0.50,3.98,0.00,90.57,14.04,0.55,1.272,13,(0.0%),2,0,482,(73.2%),13,(7.7%),11,1,10,24,(87.5%),12,(25.0%),22,(81.8%),10,1,1,1,0,41,7,129,10.1%,58.2%
第23節,ファジアーノ岡山,ザスパクサツ群馬,0,1,1,0,2021.7.18 18:00 Kick Off,曇,全面良芝,"4,090人",28.6℃,46.0%,63.1%,53.8%,58.8%,65.2%,51.9%,16.84,15.05,0.94,0.84,6.80,0.00,94.74,10.37,0.08,1.012,14,(0.0%),4,0,550,(78.0%),23,(8.7%),7,1,7,33,(87.9%),12,(50.0%),20,(75.0%),9,2,1,1,0,53,11,120,11.7%,55.4%
第24節,ファジアーノ岡山,レノファ山口ＦＣ,1,0,1,3,2021.8.9 19:00 Kick Off,晴,全面良芝,"4,038人",26.2℃,42.4%,41.6%,49.6%,51.6%,43.7%,45.1%,12.05,9.11,1.64,1.30,8.18,1.30,80.29,11.12,0.17,1.384,12,(8.3%),6,0,393,(74.3%),18,(16.7%),14,1,7,26,(76.9%),9,(66.7%),16,(75.0%),18,1,4,1,0,35,8,116,10.3%,45.9%
