Round,Hteam,Ateam,Hscore,Ascore,HorA,WorL,Date,Wether,Grass_condition,Spectators,temperature,TimeLine1,TimeLine2,TimeLine3,TimeLine4,TimeLine5,TimeLine6,Attack_CBP,Pass_CBP,Cross_CBP,Dribble_CBP,Shots_CBP,Score_CBP,Seizure,Diffence,Save_CBP,Expect_Goal,Shots,Shots_Success,On_Target,PK,Pass,Pass_Success,Cross,Cross_Success,D_FK,I_FK,CK,Throwing,Throwing_Success,Dribble,Dribble_Success,Tackle,Tackle_Success,Clear,Intercept,OffSide,Yellow,Red,Approach_30m,Approach_Penalty,Attack_Num,Chances,Control
第15節,松本山雅ＦＣ,徳島ヴォルティス,1,3,0,3,2020.8.29 18:00 Kick Off,晴,全面良芝,"3,395人",27.8℃,65.9%,63.7%,66.7%,67.6%,70.7%,74.7%,18.13,14.87,2.15,1.11,11.96,9.80,74.83,10.14,0.24,1.54,17,(17.6%),7,0,651,(87.6%),14,(28.6%),7,0,10,22,(90.9%),11,(27.3%),22,(63.6%),13,2,0,0,0,41,15,110,15.5%,68.3%
第16節,徳島ヴォルティス,水戸ホーリーホック,1,2,1,0,2020.9.2 19:00 Kick Off,雨,全面良芝,"1,262人",27.9℃,63.4%,65.2%,77.0%,49.2%,62.9%,70.5%,18.62,13.77,2.66,2.20,5.77,1.31,87.24,11.74,0.19,1.719,12,(8.3%),2,0,578,(82.9%),24,(20.8%),8,0,7,30,(100.0%),26,(38.5%),15,(73.3%),13,1,0,2,0,43,14,126,9.5%,65.5%
第17節,徳島ヴォルティス,ザスパクサツ群馬,2,0,1,3,2020.9.5 19:00 Kick Off,晴,全面良芝,"2,093人",28.1℃,46.8%,58.5%,40.7%,53.7%,53.8%,46.0%,13.16,11.09,0.60,1.47,7.25,6.85,70.64,19.69,0.04,0.768,10,(20.0%),5,0,436,(81.4%),12,(8.3%),17,0,3,17,(88.2%),11,(45.5%),14,(50.0%),24,2,1,1,0,29,8,112,8.9%,48.8%
第18節,栃木ＳＣ,徳島ヴォルティス,0,1,0,3,2020.9.9 19:00 Kick Off,曇,全面良芝,"1,865人",26.6℃,64.0%,84.6%,77.8%,72.1%,50.3%,63.8%,17.14,13.51,2.03,1.60,7.45,6.91,64.18,13.44,0.11,1.049,11,(9.1%),4,0,577,(82.1%),23,(17.4%),15,0,10,23,(95.7%),16,(50.0%),16,(56.3%),20,2,1,1,0,43,17,116,9.5%,70.5%
第19節,徳島ヴォルティス,ツエーゲン金沢,1,1,1,1,2020.9.12 19:00 Kick Off,曇,全面良芝,"2,324人",27.6℃,72.6%,72.5%,61.3%,75.6%,78.6%,62.2%,17.26,14.21,1.02,2.03,5.87,2.96,55.47,14.41,0.00,1.458,11,(9.1%),3,0,585,(86.0%),12,(16.7%),6,0,8,20,(100.0%),15,(60.0%),10,(60.0%),22,1,4,0,0,42,12,103,10.7%,70.3%
第20節,アルビレックス新潟,徳島ヴォルティス,0,1,0,3,2020.9.19 14:00 Kick Off,晴,全面良芝,"7,888人",25.1℃,45.2%,40.8%,56.9%,55.9%,34.7%,50.5%,15.37,10.24,2.72,2.41,9.85,2.93,75.17,16.82,0.19,1.196,14,(7.1%),7,0,400,(80.3%),16,(31.3%),16,2,5,7,(100.0%),18,(61.1%),17,(70.6%),32,3,4,0,0,35,13,96,14.6%,47.7%
第21節,大宮アルディージャ,徳島ヴォルティス,1,2,0,3,2020.9.23 19:00 Kick Off,曇のち雨,全面良芝,"1,312人",20.2℃,63.4%,55.1%,33.5%,44.0%,59.3%,41.2%,12.02,11.35,0.00,0.67,3.65,7.81,67.57,20.81,0.46,0.777,12,(16.7%),3,0,454,(85.0%),4,(0.0%),14,1,3,8,(100.0%),12,(25.0%),17,(82.4%),36,0,3,2,0,28,9,104,11.5%,48.2%
第22節,徳島ヴォルティス,松本山雅ＦＣ,1,1,1,1,2020.9.26 19:00 Kick Off,晴,全面良芝,"2,834人",24.5℃,55.5%,62.6%,72.2%,64.9%,50.9%,72.0%,14.94,11.82,2.53,0.59,6.76,2.61,52.38,11.58,0.27,1.02,11,(9.1%),4,0,531,(84.0%),9,(55.6%),10,0,4,27,(88.9%),12,(16.7%),8,(75.0%),18,2,0,0,0,37,10,99,11.1%,64%
第23節,Ｖ・ファーレン長崎,徳島ヴォルティス,0,1,0,3,2020.9.30 19:00 Kick Off,晴,全面良芝,"3,157人",22.6℃,57.1%,56.6%,58.6%,50.2%,71.4%,37.2%,13.34,10.49,1.60,1.25,3.04,1.23,57.24,12.78,0.46,1.725,8,(12.5%),2,0,496,(87.9%),10,(30.0%),8,0,4,11,(81.8%),9,(55.6%),18,(66.7%),15,0,0,0,0,27,7,81,9.9%,54.4%
第24節,徳島ヴォルティス,ＦＣ琉球,1,1,1,1,2020.10.3 19:00 Kick Off,晴,全面良芝,"3,133人",23.8℃,52.7%,52.8%,71.5%,71.1%,69.1%,71.5%,21.41,16.54,3.74,1.13,8.79,1.31,60.26,9.69,0.55,1.826,18,(5.6%),2,0,597,(89.6%),19,(36.8%),6,0,5,14,(85.7%),13,(38.5%),14,(71.4%),18,1,1,1,0,48,17,85,21.2%,64%
第25節,徳島ヴォルティス,愛媛ＦＣ,2,0,1,3,2020.10.10 14:00 Kick Off,晴,全面良芝,"3,541人",24.2℃,57.6%,65.7%,62.0%,49.4%,52.6%,45.0%,18.55,14.22,3.32,1.01,17.84,1.23,82.87,12.49,1.11,2.792,25,(4.0%),9,0,544,(85.8%),13,(46.2%),7,0,6,17,(100.0%),9,(33.3%),18,(88.9%),12,4,0,0,0,45,18,99,25.3%,55.5%
第26節,ファジアーノ岡山,徳島ヴォルティス,1,1,0,1,2020.10.14 19:00 Kick Off,晴,全面良芝,"1,778人",19℃,51.6%,54.6%,55.9%,55.0%,47.1%,40.1%,16.03,11.80,2.09,2.14,10.46,3.22,86.78,14.26,0.29,1.657,15,(6.7%),4,0,468,(79.9%),14,(28.6%),12,2,5,18,(77.8%),14,(42.9%),23,(78.3%),14,2,1,0,0,38,12,113,13.3%,50.8%
第27節,徳島ヴォルティス,ヴァンフォーレ甲府,0,1,1,0,2020.10.17 14:00 Kick Off,雨,全面良芝,"2,564人",15.8℃,44.5%,56.2%,52.0%,56.3%,65.2%,66.4%,16.80,12.88,2.68,1.24,7.27,0.00,71.75,11.84,0.41,1.049,13,(0.0%),4,0,506,(81.4%),16,(31.3%),13,0,4,18,(83.3%),10,(60.0%),13,(69.2%),15,1,6,1,0,42,17,100,13.0%,56.8%
