Round,Hteam,Ateam,Hscore,Ascore,HorA,WorL,Date,Wether,Grass_condition,Spectators,temperature,TimeLine1,TimeLine2,TimeLine3,TimeLine4,TimeLine5,TimeLine6,Attack_CBP,Pass_CBP,Cross_CBP,Dribble_CBP,Shots_CBP,Score_CBP,Seizure,Diffence,Save_CBP,Expect_Goal,Shots,Shots_Success,On_Target,PK,Pass,Pass_Success,Cross,Cross_Success,D_FK,I_FK,CK,Throwing,Throwing_Success,Dribble,Dribble_Success,Tackle,Tackle_Success,Clear,Intercept,OffSide,Yellow,Red,Approach_30m,Approach_Penalty,Attack_Num,Chances,Control
第26節,愛媛ＦＣ,東京ヴェルディ,1,4,0,3,2020.10.14 19:00 Kick Off,晴,全面良芝,"1,223人",21.3℃,48.7%,46.3%,65.2%,63.6%,67.7%,56.7%,29.55,22.81,4.81,1.92,21.99,10.62,59.30,9.63,0.26,3.382,33,(12.1%),16,0,642,(88.2%),18,(50.0%),17,2,8,20,(100.0%),11,(63.6%),10,(70.0%),14,2,2,0,0,48,29,108,30.6%,58.7%
第27節,東京ヴェルディ,栃木ＳＣ,0,0,1,1,2020.10.17 14:00 Kick Off,雨,全面良芝,"1,842人",13.2℃,65.9%,57.4%,63.4%,57.4%,57.3%,62.8%,21.37,18.65,1.54,1.18,8.01,0.00,66.47,22.29,0.55,1.92,14,(0.0%),3,0,712,(80.6%),15,(20.0%),10,2,3,28,(92.9%),7,(57.1%),18,(50.0%),28,4,4,0,0,34,12,134,10.4%,60.6%
第28節,東京ヴェルディ,ジュビロ磐田,0,0,1,1,2020.10.21 19:00 Kick Off,晴,全面良芝,"3,160人",16.1℃,37.9%,55.0%,56.0%,72.5%,56.7%,46.9%,18.95,17.69,0.00,1.26,7.39,0.00,74.17,15.97,0.32,0.252,7,(0.0%),5,0,596,(83.9%),10,(0.0%),13,1,6,24,(95.8%),9,(66.7%),14,(85.7%),15,3,2,1,0,54,12,110,6.4%,53.1%
第29節,モンテディオ山形,東京ヴェルディ,4,0,0,0,2020.10.24 14:00 Kick Off,曇時々雨,全面良芝,"4,767人",15.1℃,60.6%,54.5%,50.2%,68.9%,65.2%,52.2%,14.18,12.82,0.59,0.77,1.60,0.00,88.95,13.90,0.36,0.543,6,(0.0%),0,0,596,(84.2%),11,(9.1%),16,2,5,18,(88.9%),9,(33.3%),27,(74.1%),27,0,1,2,0,25,5,128,4.7%,58%
第30節,アルビレックス新潟,東京ヴェルディ,2,2,0,1,2020.11.1 14:00 Kick Off,曇,全面良芝,"9,062人",18℃,57.3%,29.1%,44.7%,36.7%,46.3%,47.9%,14.35,12.23,0.61,1.52,5.99,3.82,57.76,15.65,1.45,1.944,12,(16.7%),4,0,426,(78.6%),14,(7.1%),7,2,6,21,(95.2%),5,(80.0%),11,(81.8%),26,0,3,1,0,34,14,104,11.5%,43.2%
第31節,東京ヴェルディ,ツエーゲン金沢,2,2,1,1,2020.11.4 18:00 Kick Off,晴,全面良芝,"1,243人",13.6℃,66.0%,70.5%,68.4%,62.3%,47.1%,59.7%,24.92,20.11,0.55,4.27,12.85,9.49,88.14,16.01,0.62,1.62,16,(12.5%),9,0,719,(84.6%),9,(11.1%),7,1,6,17,(82.4%),16,(62.5%),18,(72.2%),15,1,3,0,0,39,16,123,13.0%,62.9%
第32節,東京ヴェルディ,徳島ヴォルティス,1,2,1,0,2020.11.7 16:00 Kick Off,曇のち晴,全面良芝,"5,181人",17.7℃,46.1%,38.6%,42.7%,48.0%,27.3%,55.8%,14.41,13.52,0.51,0.38,3.48,4.25,69.14,10.27,0.24,0.56,8,(12.5%),2,0,467,(82.2%),14,(7.1%),8,3,10,15,(100.0%),5,(40.0%),23,(65.2%),17,2,3,2,0,33,19,101,7.9%,43.4%
第33節,京都サンガF.C.,東京ヴェルディ,1,2,0,3,2020.11.11 19:00 Kick Off,晴,全面良芝,"1,926人",8.1℃,54.1%,40.3%,52.2%,59.9%,58.8%,49.8%,20.46,18.85,1.09,0.52,3.64,7.73,77.35,14.83,0.25,1.427,11,(18.2%),2,0,605,(82.0%),19,(10.5%),5,1,6,25,(92.0%),5,(60.0%),11,(81.8%),20,2,3,1,0,51,13,113,9.7%,52.5%
第34節,ザスパクサツ群馬,東京ヴェルディ,0,3,0,3,2020.11.15 19:30 Kick Off,晴,全面良芝,"1,381人",11.9℃,59.5%,54.1%,50.9%,56.3%,70.0%,57.4%,29.72,25.38,2.16,2.18,11.02,8.59,92.18,13.46,0.51,2.325,18,(16.7%),7,0,749,(87.4%),17,(23.5%),5,0,2,15,(100.0%),14,(57.1%),16,(56.3%),21,2,6,1,0,59,22,97,18.6%,58.1%
第35節,東京ヴェルディ,レノファ山口ＦＣ,2,1,1,3,2020.11.22 14:00 Kick Off,晴,全面良芝,"3,078人",19.4℃,53.7%,46.0%,56.6%,60.3%,58.1%,51.1%,18.09,16.84,1.13,0.13,5.52,4.60,92.46,13.67,0.20,1.046,11,(18.2%),3,0,591,(81.4%),14,(14.3%),13,2,5,24,(87.5%),5,(40.0%),17,(64.7%),21,1,4,0,0,45,14,121,9.1%,53.7%
第36節,東京ヴェルディ,アビスパ福岡,1,1,1,1,2020.11.25 18:00 Kick Off,曇,全面良芝,"1,805人",12.4℃,54.9%,62.3%,42.2%,63.7%,61.9%,61.3%,18.84,15.55,1.65,1.63,7.33,2.61,71.82,18.21,0.36,1.234,14,(7.1%),3,0,589,(82.2%),16,(18.8%),12,2,7,20,(90.0%),6,(83.3%),13,(69.2%),22,3,0,1,0,47,10,124,11.3%,57.5%
第37節,ＦＣ琉球,東京ヴェルディ,4,0,0,0,2020.11.29 13:00 Kick Off,晴,全面良芝,"1,560人",22.5℃,54.1%,62.8%,61.0%,73.9%,78.2%,63.3%,24.77,21.62,2.74,0.41,5.56,0.00,66.19,8.73,1.14,1.221,10,(0.0%),4,0,794,(87.5%),13,(38.5%),5,2,6,26,(100.0%),7,(28.6%),18,(44.4%),9,0,0,0,0,44,18,108,9.3%,64.5%
第38節,東京ヴェルディ,ジェフユナイテッド千葉,1,1,1,1,2020.12.2 19:00 Kick Off,雨のち曇,全面良芝,"1,974人",7.8℃,45.3%,57.3%,59.4%,70.4%,49.0%,59.4%,18.73,16.14,1.62,0.98,7.30,3.22,64.87,16.03,0.26,1.528,13,(7.7%),3,0,608,(84.2%),13,(23.1%),9,2,7,11,(100.0%),5,(40.0%),10,(60.0%),32,0,2,0,0,35,12,93,14.0%,56.8%
第39節,ＦＣ町田ゼルビア,東京ヴェルディ,1,0,0,0,2020.12.6 14:00 Kick Off,晴,全面良芝,"1,960人",12.8℃,73.2%,52.8%,61.3%,73.5%,57.4%,70.8%,16.17,14.92,0.39,0.85,0.00,0.00,62.17,12.76,0.19,0.122,2,(0.0%),0,0,682,(85.5%),10,(10.0%),13,2,4,20,(100.0%),7,(57.1%),24,(75.0%),12,0,2,1,0,34,9,113,1.8%,65.1%
第40節,東京ヴェルディ,Ｖ・ファーレン長崎,0,2,1,0,2020.12.13 14:00 Kick Off,晴のち曇,全面良芝,"4,754人",14.5℃,54.2%,59.4%,64.1%,57.8%,52.2%,70.7%,25.54,21.92,3.07,0.55,5.91,0.00,75.17,11.70,0.69,0.921,13,(0.0%),2,0,751,(88.9%),10,(60.0%),4,1,3,21,(100.0%),12,(25.0%),18,(61.1%),21,2,2,0,0,71,13,98,13.3%,60.3%
第41節,松本山雅ＦＣ,東京ヴェルディ,1,1,0,1,2020.12.16 19:00 Kick Off,雪,全面良芝,"2,596人",-3.3℃,72.2%,58.0%,60.7%,52.0%,49.4%,63.1%,16.11,15.38,0.64,0.09,2.40,3.98,67.58,19.77,0.69,1.218,9,(11.1%),2,0,635,(82.7%),6,(16.7%),8,4,4,22,(100.0%),9,(22.2%),12,(83.3%),31,2,2,0,0,31,10,121,7.4%,60.4%
第42節,東京ヴェルディ,水戸ホーリーホック,0,1,1,0,2020.12.20 14:00 Kick Off,晴,全面良芝,"4,466人",7.9℃,60.1%,72.4%,43.9%,52.2%,47.2%,65.1%,18.93,17.57,1.05,0.31,3.55,0.00,78.22,16.01,1.21,0.963,12,(0.0%),2,0,630,(83.5%),14,(14.3%),9,1,6,20,(100.0%),5,(20.0%),14,(92.9%),24,1,3,0,0,49,15,119,10.1%,56.2%
