Round,Hteam,Ateam,Hscore,Ascore,HorA,WorL,Date,Wether,Grass_condition,Spectators,temperature,TimeLine1,TimeLine2,TimeLine3,TimeLine4,TimeLine5,TimeLine6,Attack_CBP,Pass_CBP,Cross_CBP,Dribble_CBP,Shots_CBP,Score_CBP,Seizure,Diffence,Save_CBP,Expect_Goal,Shots,Shots_Success,On_Target,PK,Pass,Pass_Success,Cross,Cross_Success,D_FK,I_FK,CK,Throwing,Throwing_Success,Dribble,Dribble_Success,Tackle,Tackle_Success,Clear,Intercept,OffSide,Yellow,Red,Approach_30m,Approach_Penalty,Attack_Num,Chances,Control
第21節,セレッソ大阪Ｕ−２３,ロアッソ熊本,0,1,0,3,2019.8.31 19:00 Kick Off,曇時々雨,全面良芝,"1,534人",23.6℃,62.8%,53.1%,72.1%,53.0%,66.4%,57.7%,21.99,19.25,0.96,1.78,12.94,2.87,80.26,9.78,0.21,2.375,23,(4.3%),6,0,653,(87.1%),10,(20.0%),9,2,7,18,(100.0%),12,(66.7%),12,(66.7%),8,3,1,1,0,50,18,105,21.9%,60.5%
第22節,ロアッソ熊本,ガンバ大阪Ｕ−２３,1,0,1,3,2019.9.7 19:00 Kick Off,晴,全面良芝,"16,027人",28.7℃,61.7%,44.5%,32.5%,44.5%,40.9%,15.2%,13.41,9.87,2.22,1.32,9.97,2.51,60.84,16.06,0.26,1.201,14,(7.1%),4,0,415,(79.8%),13,(30.8%),5,1,5,12,(83.3%),8,(62.5%),14,(71.4%),18,1,2,0,0,19,13,92,15.2%,38.6%
第23節,ヴァンラーレ八戸,ロアッソ熊本,1,2,0,3,2019.9.15 13:00 Kick Off,曇,全面良芝,"2,002人",25℃,59.7%,58.6%,61.9%,69.0%,65.3%,61.0%,21.87,19.74,1.65,0.48,6.42,5.75,76.17,15.87,0.49,0.919,12,(16.7%),4,0,768,(89.2%),9,(33.3%),8,4,3,7,(100.0%),4,(75.0%),16,(62.5%),25,1,2,1,0,48,14,97,12.4%,62.4%
第24節,カマタマーレ讃岐,ロアッソ熊本,2,2,0,1,2019.9.29 13:00 Kick Off,晴,全面良芝,"2,179人",30℃,65.2%,75.5%,68.8%,55.6%,73.7%,57.0%,23.09,20.56,2.10,0.43,7.17,3.79,48.33,9.24,0.98,2.069,13,(15.4%),5,0,795,(88.7%),19,(21.1%),11,0,6,19,(100.0%),9,(33.3%),19,(78.9%),5,0,1,0,0,50,10,97,13.4%,66.1%
第25節,ＦＣ東京Ｕ−２３,ロアッソ熊本,2,0,0,0,2019.10.6 14:00 Kick Off,晴,全面良芝,"1,660人",27.2℃,58.2%,50.6%,54.2%,51.9%,57.5%,70.2%,21.24,18.21,1.45,1.58,6.89,0.00,73.91,13.23,3.83,1.528,14,(0.0%),2,0,658,(86.6%),16,(18.8%),13,1,3,10,(80.0%),13,(53.8%),16,(62.5%),23,1,1,0,0,45,16,109,12.8%,57.4%
第26節,カターレ富山,ロアッソ熊本,1,1,0,1,2019.10.13 16:00 Kick Off,曇,全面良芝,"3,301人",20.2℃,37.5%,35.3%,56.3%,54.8%,61.0%,67.9%,10.74,9.14,1.40,0.19,4.94,0.30,56.42,22.38,0.31,1.763,9,(11.1%),4,1,512,(79.9%),14,(21.4%),16,1,4,28,(78.6%),4,(25.0%),20,(70.0%),35,3,3,0,0,27,5,123,7.3%,53.1%
第27節,ロアッソ熊本,藤枝ＭＹＦＣ,0,0,1,1,2019.10.20 15:00 Kick Off,曇,全面良芝,"6,621人",22.7℃,49.5%,48.4%,62.3%,67.0%,60.1%,57.9%,14.90,11.29,3.05,0.56,4.80,0.00,71.04,16.20,0.58,1.141,10,(0.0%),1,0,568,(80.5%),17,(35.3%),11,3,4,24,(75.0%),9,(44.4%),23,(69.6%),24,1,1,2,0,44,9,121,8.3%,57.7%
第28節,ロアッソ熊本,アスルクラロ沼津,3,2,1,3,2019.10.27 15:00 Kick Off,曇時々晴,全面良芝,"4,501人",22.2℃,58.1%,51.1%,67.0%,58.3%,58.6%,42.0%,14.49,13.35,0.00,1.14,10.74,9.04,105.95,12.89,0.81,1.791,18,(16.7%),5,0,494,(75.1%),15,(0.0%),9,0,6,29,(69.0%),12,(33.3%),23,(69.6%),22,2,0,0,0,40,9,144,12.5%,54.7%
第29節,ザスパクサツ群馬,ロアッソ熊本,3,1,0,0,2019.11.4 18:00 Kick Off,晴,全面良芝,"3,977人",13.3℃,62.8%,57.5%,73.9%,71.2%,47.1%,47.0%,15.31,13.66,1.01,0.63,5.59,3.01,94.03,13.67,0.32,1.486,13,(7.7%),3,0,631,(80.7%),20,(10.0%),5,3,7,25,(84.0%),7,(42.9%),14,(71.4%),18,2,4,0,0,48,9,119,10.9%,59.8%
第30節,ロアッソ熊本,ギラヴァンツ北九州,1,1,1,1,2019.11.10 14:00 Kick Off,晴,全面良芝,"6,404人",21.7℃,41.1%,52.4%,45.7%,52.8%,62.0%,44.9%,10.90,9.76,1.05,0.09,5.88,2.54,88.79,16.89,0.32,0.701,9,(11.1%),2,0,427,(72.6%),19,(10.5%),8,2,10,27,(88.9%),8,(12.5%),20,(75.0%),26,1,1,3,0,33,11,140,6.4%,49%
第31節,ロアッソ熊本,いわてグルージャ盛岡,2,0,1,3,2019.11.17 19:00 Kick Off,曇,全面良芝,"3,720人",15.4℃,51.9%,49.3%,70.5%,58.6%,38.4%,47.4%,14.67,12.41,1.09,1.17,9.92,6.54,73.32,13.42,0.98,1.327,18,(11.1%),5,0,512,(81.6%),8,(25.0%),17,0,5,22,(90.9%),10,(40.0%),18,(50.0%),29,1,2,1,0,37,7,124,14.5%,53%
第32節,ＳＣ相模原,ロアッソ熊本,1,0,0,0,2019.11.24 13:00 Kick Off,晴のち曇,全面良芝,"2,264人",21℃,60.7%,75.2%,59.5%,50.0%,72.4%,54.6%,20.55,18.40,1.93,0.22,3.41,0.00,73.04,12.28,0.29,0.776,7,(0.0%),1,0,689,(81.3%),18,(22.2%),8,1,2,29,(89.7%),10,(20.0%),13,(61.5%),18,0,3,1,0,58,10,121,5.8%,62.1%
第33節,ロアッソ熊本,福島ユナイテッドＦＣ,2,1,1,3,2019.12.1 14:00 Kick Off,曇時々晴,全面良芝,"4,722人",21.9℃,42.8%,57.3%,50.3%,56.0%,47.7%,62.0%,27.10,18.82,6.68,1.60,14.03,5.38,85.98,11.78,0.17,3.264,27,(7.4%),10,0,553,(81.7%),38,(36.8%),6,3,11,19,(94.7%),11,(54.5%),13,(69.2%),18,0,3,1,0,52,30,117,23.1%,52.5%
第34節,ＡＣ長野パルセイロ,ロアッソ熊本,1,0,0,0,2019.12.8 13:00 Kick Off,曇,全面良芝,"4,133人",5.3℃,63.5%,58.2%,47.5%,38.4%,57.0%,52.4%,14.63,11.30,2.60,0.73,7.70,0.00,65.92,20.59,0.30,0.674,10,(0.0%),2,0,551,(79.9%),15,(33.3%),10,2,4,22,(72.7%),7,(71.4%),16,(56.3%),29,2,1,0,1,38,8,121,8.3%,53.1%
第1節,ロアッソ熊本,鹿児島ユナイテッドＦＣ,3,2,1,3,2020.6.27 18:00 Kick Off,雨,全面良芝,0人,25.1℃,51.0%,48.4%,46.3%,38.2%,39.1%,32.7%,13.30,10.26,1.59,1.45,12.34,10.42,106.75,17.54,0.91,1.9,17,(17.6%),8,0,310,(60.0%),16,(18.8%),8,2,7,27,(70.4%),10,(60.0%),10,(70.0%),37,2,4,1,0,30,14,128,13.3%,41.9%
第2節,ＦＣ今治,ロアッソ熊本,0,1,0,3,2020.7.4 16:00 Kick Off,雨のち曇,全面良芝,0人,27.4℃,64.4%,57.7%,41.6%,47.2%,49.2%,42.4%,15.50,13.44,1.03,1.03,4.89,2.56,78.51,10.18,0.60,0.707,7,(14.3%),3,0,506,(77.9%),11,(18.2%),7,3,6,27,(74.1%),8,(50.0%),19,(57.9%),14,0,0,1,0,43,11,117,6.0%,49.7%
第3節,ロアッソ熊本,セレッソ大阪Ｕ−２３,5,3,1,3,2020.7.11 19:00 Kick Off,雨,全面良芝,"1,181人",24.5℃,66.1%,48.9%,47.1%,56.3%,60.3%,54.5%,19.76,16.64,1.61,1.50,10.47,13.94,172.93,13.07,0.16,2.157,17,(29.4%),9,0,549,(72.3%),17,(17.6%),4,1,7,44,(70.5%),13,(38.5%),33,(66.7%),21,0,1,0,0,37,17,165,10.3%,54.9%
第4節,ロアッソ熊本,ガンバ大阪Ｕ−２３,1,0,1,3,2020.7.15 19:00 Kick Off,曇,全面良芝,"1,098人",22.5℃,59.0%,69.3%,62.8%,43.3%,51.1%,63.0%,17.70,14.78,1.45,1.47,6.63,2.56,116.64,10.48,0.41,1.146,12,(8.3%),3,0,537,(74.9%),19,(15.8%),11,2,7,41,(80.5%),13,(30.8%),28,(71.4%),37,1,3,0,0,46,11,152,7.9%,58.7%
第5節,ＦＣ岐阜,ロアッソ熊本,1,0,0,0,2020.7.19 18:00 Kick Off,晴,全面良芝,"2,073人",30.5℃,68.8%,68.4%,74.8%,76.6%,71.6%,58.5%,24.58,23.83,0.53,0.22,4.34,0.00,90.76,15.35,0.39,0.857,12,(0.0%),1,0,799,(86.4%),20,(5.0%),3,3,4,28,(82.1%),16,(12.5%),20,(65.0%),15,0,2,2,0,85,15,126,9.5%,70.5%
第6節,カマタマーレ讃岐,ロアッソ熊本,1,2,0,3,2020.7.25 18:00 Kick Off,晴,全面良芝,823人,27.2℃,72.9%,68.3%,70.6%,49.8%,42.6%,57.0%,23.95,20.55,1.57,1.82,5.89,6.99,75.61,11.80,0.18,0.418,9,(22.2%),4,0,732,(85.2%),10,(30.0%),8,2,2,32,(84.4%),5,(80.0%),13,(61.5%),19,0,2,2,0,52,13,119,7.6%,62.2%
第7節,ロアッソ熊本,ガイナーレ鳥取,1,1,1,1,2020.7.29 19:00 Kick Off,晴,全面良芝,"1,194人",29℃,64.3%,60.3%,62.6%,60.5%,52.3%,69.1%,22.75,20.35,1.04,1.36,5.49,6.35,93.19,10.61,0.00,1.13,12,(8.3%),3,0,805,(84.8%),10,(20.0%),2,0,1,35,(97.1%),12,(41.7%),19,(63.2%),19,2,1,1,0,50,16,125,9.6%,62%
第8節,ロアッソ熊本,福島ユナイテッドＦＣ,2,0,1,3,2020.8.2 18:00 Kick Off,晴,全面良芝,"1,561人",30.6℃,65.1%,70.1%,65.1%,64.2%,62.3%,52.7%,21.99,20.27,1.13,0.59,7.83,6.27,98.87,10.01,0.41,1.639,13,(15.4%),6,0,742,(88.4%),8,(25.0%),12,1,6,23,(87.0%),8,(25.0%),25,(60.0%),21,1,1,0,0,55,16,111,11.7%,63.3%
第9節,ブラウブリッツ秋田,ロアッソ熊本,2,1,0,0,2020.8.9 18:00 Kick Off,曇,全面良芝,"1,407人",24.6℃,71.8%,76.2%,70.3%,65.6%,66.4%,72.0%,26.88,23.20,2.22,1.46,6.98,3.48,46.69,9.30,0.36,0.527,10,(10.0%),4,0,743,(85.7%),18,(22.2%),8,0,7,31,(90.3%),11,(45.5%),3,(33.3%),13,0,3,1,0,71,16,121,8.3%,70.2%
