Round,Hteam,Ateam,Hscore,Ascore,HorA,WorL,Date,Wether,Grass_condition,Spectators,temperature,TimeLine1,TimeLine2,TimeLine3,TimeLine4,TimeLine5,TimeLine6,Attack_CBP,Pass_CBP,Cross_CBP,Dribble_CBP,Shots_CBP,Score_CBP,Seizure,Diffence,Save_CBP,Expect_Goal,Shots,Shots_Success,On_Target,PK,Pass,Pass_Success,Cross,Cross_Success,D_FK,I_FK,CK,Throwing,Throwing_Success,Dribble,Dribble_Success,Tackle,Tackle_Success,Clear,Intercept,OffSide,Yellow,Red,Approach_30m,Approach_Penalty,Attack_Num,Chances,Control
第30節,ブラウブリッツ秋田,ギラヴァンツ北九州,1,1,1,1,2021.9.19 15:00 Kick Off,晴,不良,"2,003人",27.9℃,58.6%,30.7%,43.1%,44.0%,48.2%,41.5%,14.00,9.39,3.16,1.45,6.71,1.30,76.56,9.31,0.08,3.237,13,(7.7%),4,0,317,(54.6%),35,(17.1%),6,2,9,31,(71.0%),16,(56.3%),20,(60.0%),18,1,1,0,0,36,11,129,10.1%,43.7%
第31節,ファジアーノ岡山,ブラウブリッツ秋田,1,1,0,1,2021.9.26 13:00 Kick Off,曇,全面良芝,"4,835人",27.3℃,43.2%,36.0%,37.4%,22.7%,29.7%,36.5%,5.29,5.12,0.00,0.17,6.20,4.19,69.48,17.54,0.35,0.658,9,(11.1%),4,0,194,(56.2%),10,(0.0%),11,1,3,24,(83.3%),4,(50.0%),16,(37.5%),39,1,0,0,0,11,4,102,8.8%,33.6%
第32節,ブラウブリッツ秋田,愛媛ＦＣ,0,2,1,0,2021.10.2 13:00 Kick Off,晴,良芝,"1,411人",23.2℃,51.4%,52.1%,44.4%,58.9%,58.0%,53.9%,12.23,9.34,2.46,0.43,8.47,0.00,80.89,8.75,0.34,1.323,11,(0.0%),4,0,341,(53.1%),27,(18.5%),6,1,12,43,(44.2%),10,(30.0%),18,(66.7%),10,0,1,1,0,29,13,142,7.7%,53%
第33節,モンテディオ山形,ブラウブリッツ秋田,2,1,0,0,2021.10.10 14:00 Kick Off,晴,全面良芝,"6,779人",26.6℃,34.6%,30.2%,34.1%,35.0%,38.7%,45.6%,10.29,9.32,0.46,0.51,5.90,4.32,86.76,13.17,0.10,0.695,11,(9.1%),3,0,269,(60.2%),19,(5.3%),12,0,7,37,(83.8%),10,(30.0%),15,(73.3%),20,2,2,0,0,32,12,134,8.2%,36%
第34節,ブラウブリッツ秋田,ＦＣ町田ゼルビア,0,2,1,0,2021.10.16 13:00 Kick Off,雨,全面良芝,"1,281人",12.2℃,39.9%,54.6%,46.6%,34.2%,41.6%,52.4%,10.87,9.65,0.97,0.25,4.58,0.00,89.29,14.50,0.15,0.94,10,(0.0%),0,0,326,(55.8%),18,(11.1%),7,1,6,33,(84.8%),9,(22.2%),14,(50.0%),19,4,1,2,0,39,10,136,7.4%,45.1%
第35節,アルビレックス新潟,ブラウブリッツ秋田,1,2,0,3,2021.10.23 14:00 Kick Off,曇,全面良芝,"8,662人",15.9℃,16.9%,23.9%,24.4%,46.9%,21.7%,33.6%,6.22,5.14,0.53,0.55,4.00,2.62,71.94,13.95,0.12,0.683,5,(20.0%),3,0,191,(52.4%),10,(10.0%),6,3,3,25,(72.0%),9,(44.4%),17,(47.1%),27,1,4,1,0,16,3,105,4.8%,27%
第36節,ブラウブリッツ秋田,ツエーゲン金沢,1,1,1,1,2021.10.30 13:00 Kick Off,晴,全面良芝,"1,868人",17℃,48.7%,42.9%,41.7%,49.8%,52.2%,47.6%,11.57,8.05,2.05,1.47,6.25,2.96,86.37,23.20,0.32,0.877,12,(8.3%),4,0,311,(48.9%),15,(26.7%),5,0,5,28,(71.4%),10,(50.0%),12,(50.0%),40,1,3,1,0,25,9,128,9.4%,46.9%
第37節,ＳＣ相模原,ブラウブリッツ秋田,0,1,0,3,2021.11.3 13:00 Kick Off,晴,全面良芝,"2,043人",23.3℃,46.0%,35.1%,25.9%,34.6%,28.5%,38.6%,7.50,5.77,1.46,0.27,6.14,2.66,81.78,15.94,0.62,1.788,14,(7.1%),4,0,218,(51.8%),8,(37.5%),9,2,4,23,(47.8%),4,(25.0%),21,(57.1%),41,4,4,1,0,20,7,108,13.0%,34.7%
第38節,ブラウブリッツ秋田,栃木ＳＣ,1,1,1,1,2021.11.7 13:00 Kick Off,晴,全面良芝,"2,411人",15.7℃,41.1%,45.9%,43.6%,51.7%,55.3%,52.2%,4.79,4.12,0.56,0.11,1.36,2.92,59.82,16.18,0.00,1.039,9,(11.1%),1,0,216,(37.5%),10,(10.0%),9,1,9,35,(37.1%),3,(33.3%),15,(60.0%),20,0,0,0,0,12,6,121,7.4%,47.9%
第39節,京都サンガF.C.,ブラウブリッツ秋田,3,1,0,0,2021.11.14 14:00 Kick Off,曇,全面良芝,"9,900人",17℃,39.5%,41.0%,42.3%,40.7%,52.8%,48.7%,9.79,7.18,2.04,0.57,5.51,2.63,87.47,17.06,0.35,0.872,7,(14.3%),4,0,307,(52.1%),12,(33.3%),4,0,1,40,(62.5%),4,(50.0%),21,(42.9%),22,2,0,0,0,26,8,137,5.1%,44.4%
第40節,ブラウブリッツ秋田,ヴァンフォーレ甲府,0,2,1,0,2021.11.21 13:00 Kick Off,曇,良芝,"2,664人",11.7℃,46.4%,37.0%,38.0%,50.6%,49.5%,42.9%,7.48,6.23,0.51,0.74,0.00,0.00,116.63,18.20,1.02,0.061,2,(0.0%),0,0,349,(50.1%),12,(8.3%),6,0,2,26,(61.5%),6,(66.7%),29,(58.6%),28,1,3,0,0,17,5,137,1.5%,43.6%
第41節,ブラウブリッツ秋田,東京ヴェルディ,1,4,1,0,2021.11.28 13:00 Kick Off,曇一時雨,良芝,"2,685人",9.3℃,41.5%,31.4%,31.4%,29.0%,29.9%,39.9%,10.62,7.56,1.08,1.98,6.22,4.14,141.24,18.40,0.47,0.818,10,(10.0%),4,0,305,(52.1%),17,(11.8%),8,1,5,26,(65.4%),12,(58.3%),26,(73.1%),25,6,2,1,0,22,9,140,7.1%,33.7%
第42節,ジュビロ磐田,ブラウブリッツ秋田,2,1,0,0,2021.12.5 13:00 Kick Off,曇,全面良芝,"6,986人",16℃,39.3%,29.2%,26.3%,36.1%,43.6%,40.6%,11.85,8.31,2.68,0.86,3.16,3.28,86.53,8.29,0.25,1.803,15,(6.7%),3,0,280,(60.4%),20,(25.0%),12,1,6,20,(70.0%),9,(55.6%),16,(68.8%),11,3,4,2,0,23,11,112,13.4%,34.5%
第1節,栃木ＳＣ,ブラウブリッツ秋田,1,0,0,0,2022.2.19 13:00 Kick Off,曇,全面良芝,"2,956人",10.8℃,37.4%,38.3%,43.3%,41.2%,44.8%,47.3%,8.18,6.54,1.51,0.13,2.22,0.00,104.39,11.24,0.26,0.436,5,(0.0%),0,0,309,(45.3%),27,(11.1%),6,1,6,47,(55.3%),6,(16.7%),24,(66.7%),14,3,4,2,0,19,7,150,3.3%,42.1%
第2節,レノファ山口ＦＣ,ブラウブリッツ秋田,2,0,0,0,2022.2.27 14:00 Kick Off,晴,全面良芝,"2,890人",13℃,36.6%,30.5%,39.2%,35.4%,29.1%,34.2%,6.10,4.53,1.08,0.48,6.76,0.00,96.48,16.12,0.00,1.141,11,(0.0%),3,0,229,(43.2%),17,(11.8%),5,0,6,35,(68.6%),7,(28.6%),23,(60.9%),25,4,4,1,0,20,6,129,8.5%,34.4%
第3節,水戸ホーリーホック,ブラウブリッツ秋田,0,1,0,3,2022.3.6 14:00 Kick Off,曇のち晴,全面良芝,"2,504人",14.6℃,48.6%,34.3%,51.0%,32.3%,41.7%,25.5%,7.91,6.65,1.14,0.11,4.89,2.61,59.29,17.43,1.34,0.737,10,(10.0%),2,0,269,(56.1%),12,(16.7%),8,0,1,32,(65.6%),6,(16.7%),27,(74.1%),42,1,0,2,0,24,3,117,8.5%,38.8%
第4節,ブラウブリッツ秋田,アルビレックス新潟,1,0,1,3,2022.3.13 13:00 Kick Off,雨,良芝,"1,976人",5.2℃,39.2%,43.4%,40.0%,42.0%,47.4%,51.4%,5.91,4.94,0.46,0.51,5.65,4.82,112.47,21.92,0.85,0.53,9,(11.1%),3,0,292,(51.0%),16,(6.3%),8,3,10,42,(64.3%),10,(40.0%),26,(76.9%),46,1,5,0,0,17,3,160,5.6%,44.7%
第5節,ブラウブリッツ秋田,ツエーゲン金沢,2,3,1,0,2022.3.19 13:00 Kick Off,晴のち曇,良芝,963人,10.2℃,56.1%,45.0%,51.5%,52.6%,50.8%,48.2%,15.34,11.80,1.53,2.00,6.17,5.56,70.65,18.50,0.00,0.857,12,(16.7%),4,0,374,(57.8%),26,(15.4%),11,1,5,35,(71.4%),14,(64.3%),19,(36.8%),21,0,1,1,0,29,13,150,8.0%,50.8%
第6節,徳島ヴォルティス,ブラウブリッツ秋田,0,0,0,1,2022.3.23 19:00 Kick Off,曇のち雨,全面良芝,"2,367人",9.7℃,39.9%,33.5%,26.4%,17.9%,27.2%,30.5%,9.17,7.44,1.62,0.11,7.61,0.00,76.36,20.58,0.45,1.226,10,(0.0%),6,0,249,(59.4%),10,(30.0%),11,3,5,20,(75.0%),5,(20.0%),25,(40.0%),34,2,2,2,0,21,6,108,9.3%,28.8%
